date,hour,demand
2021-03-01,0,54.728726406856396
2021-03-01,1,54.728726406856396
2021-03-01,2,56.06523805835121
2021-03-01,3,52.30950263419351
2021-03-01,5,51.371021029082335
2021-03-01,6,51.215587934090365
2021-03-01,7,62.3702162119028
2021-03-01,8,70.41118317180877
2021-03-01,9,72.53732911736832
2021-03-01,10,72.37176054373556
2021-03-01,11,72.16943403015962
2021-03-01,12,73.64053844789767
2021-03-01,13,74.8231241917165
2021-03-01,14,71.19962910579704
2021-03-01,15,72.2080750059768
2021-03-01,16,75.91917533718156
2021-03-01,17,78.36358647811227
2021-03-01,18,83.1183445408357
2021-03-01,19,77.05342570963347
2021-03-01,20,74.91408150717142
2021-03-01,21,63.94956533009106
2021-03-01,22,57.49735513479082
2021-03-01,23,54.92651191762315
2021-03-02,0,53.320886982195645
2021-03-02,1,53.320886982195645
2021-03-02,2,54.3609202803861
2021-03-02,4,51.83669083033109
2021-03-02,6,51.20681762306263
2021-03-02,7,62.35362482988533
2021-03-02,8,67.69290756415347
2021-03-02,9,69.81905350971302
2021-03-02,10,69.65348493608026
2021-03-02,11,69.45115842250432
2021-03-02,12,70.92226284024237
2021-03-02,13,70.15057311995508
2021-03-02,14,67.97404545204895
2021-03-02,15,68.9824913522287
2021-03-02,16,72.69359168343347
2021-03-02,17,78.52969026976683
2021-03-02,18,83.28444833249027
2021-03-02,19,76.9288629733649
2021-03-02,20,74.78951877090284
2021-03-02,21,65.63322421773839
2021-03-02,22,60.11716178485392
2021-03-02,23,57.546318567686235
2021-03-03,0,53.66158797907886
2021-03-03,2,54.70162127726931
2021-03-03,3,51.607048069807995
2021-03-03,4,52.83855404391069
2021-03-03,5,52.83855404391069
2021-03-03,6,52.208680836642245
2021-03-03,7,63.18997267038864
2021-03-03,8,68.5292554046568
2021-03-03,9,69.67401665378375
2021-03-03,10,69.508448080151
2021-03-03,11,69.30612156657507
2021-03-03,12,70.77722598431312
2021-03-03,13,70.00553626402582
2021-03-03,14,68.61177665814847
2021-03-03,15,69.62022255832822
2021-03-03,16,73.33132288953297
2021-03-03,17,79.16742147586635
2021-03-03,18,83.92217953858979
2021-03-03,19,78.41634029325664
2021-03-03,20,76.27699609079458
2021-03-03,21,67.12070153763013
2021-03-03,22,66.26731195232813
2021-03-03,23,63.69646873516046
2021-03-04,0,54.65536640803417
2021-03-04,1,54.65536640803417
2021-03-04,2,55.69539970622462
2021-03-04,4,54.29153615746037
2021-03-04,6,53.66166295019192
2021-03-04,7,62.67965917175563
2021-03-04,8,68.01894190602377
2021-03-04,9,69.16370315515074
2021-03-04,10,72.79697850885063
2021-03-04,11,71.96102721987394
2021-03-04,12,73.48529820457627
2021-03-04,13,76.44415473392334
2021-03-04,14,75.32357833952108
2021-03-04,15,75.77414504474694
2021-03-04,16,79.4852453759517
2021-03-04,17,80.25888554029832
2021-03-04,18,85.01364360302176
2021-03-04,19,79.65201635254344
2021-03-04,20,77.51267215008137
2021-03-04,21,67.57861203357629
2021-03-04,22,69.59388762774157
2021-03-04,23,67.0230444105739
2021-03-05,0,56.52556209874162
2021-03-05,1,56.52556209874162
2021-03-05,2,57.56559539693207
2021-03-05,3,54.930225874065115
2021-03-05,4,53.27876798432011
2021-03-05,5,53.27876798432011
2021-03-05,6,52.648894777051666
2021-03-05,7,63.218832831648555
2021-03-05,8,66.9888129376699
2021-03-05,9,69.43331560118463
2021-03-05,10,72.36619083826746
2021-03-05,11,83.81118494446956
2021-03-05,12,85.33545592917189
2021-03-05,13,88.97206118798124
2021-03-05,14,87.85148479357899
2021-03-05,15,88.30205149880486
2021-03-05,16,92.0131518300096
2021-03-05,17,92.78679199435624
2021-03-05,18,91.06438662604862
2021-03-05,19,85.70275937557028
2021-03-05,20,83.56341517310823
2021-03-05,21,72.94504939538099
2021-03-05,22,74.96032498954627
2021-03-05,23,69.00494601716383
2021-03-06,0,58.12686137541013
2021-03-06,1,58.12686137541013
2021-03-06,2,59.16689467360058
2021-03-06,4,49.545162075367315
2021-03-06,7,57.03476782936603
2021-03-06,8,60.80474793538738
2021-03-06,9,68.05846545310271
2021-03-06,10,86.66857131841864
2021-03-06,11,100.05853769796403
2021-03-06,12,112.70297293545971
2021-03-06,13,118.39451215104359
2021-03-06,14,117.08542588945048
2021-03-06,15,117.53599259467634
2021-03-06,16,110.66529737483663
2021-03-06,17,107.95922007875726
2021-03-06,18,106.23681471044964
2021-03-06,19,95.36676087591468
2021-03-06,20,88.4326545279883
2021-03-06,21,76.1550010547963
2021-03-06,22,72.85247729573419
